id,first_name,last_name,position,affiliation,page_type,url
,Giulio,Gottardo,PhD,University of Oxford,RES,https://sites.google.com/view/giulio-gottardo/research
,Laure,Goursat,PhD,Paris School of Economics,RES,https://sites.google.com/view/lauregoursat/research
,Gabrielle,Grafton,PhD,Brown University,RES,https://sites.google.com/brown.edu/gabriellegrafton/research
,Sebastian,Guarda,PhD,Princeton University,RES,https://www.sebastianguarda.com/research
,Hanna,Han,PhD,University of Wisconsin-Madison,RES,https://www.hannahan-econ.com/research
,Louis-Marie,Harpedanne de Belleville,PhD,Paris School of Economics,RES,https://sites.google.com/view/harpedanne/research
,Joanna,Harris Murphy,PhD,University of Chicago,RES,https://www.joanna-harris-murphy.com/research
,Siyun,He,PhD,University of Michigan,RES,https://sites.google.com/umich.edu/siyun-he/research
,Nathaniel,Hickok,PhD,Massachusetts Institute of Technology,RES,https://nathanielhickok.com/research
,Argun,Hild,PhD,University of Mannheim,RES,https://argunhild.github.io/research/
,Nicolas,Hommel,PhD,Princeton University,RES,https://www.nicolashommel.com/research
,Ruru,Hoong,PhD,Harvard University,RES,https://ruruhoong.com/research/
,Zong,Huang,PhD,Stanford University,RES,https://z-y-huang.github.io/research
,Katrin,Huber,Post-Doc,Berlin School of Economics,RES,https://www.katrin-huber-econ.de/research
,Gökhan,Ider,PhD,Berlin School of Economics,RES,https://sites.google.com/view/gokhanider/research
,Jose Antonio,Inguanzo Gonzalez,PhD,"University of California, Los Angeles",RES,https://www.joseinguanzo.com/research
,Chandler,Inman,PhD,University of Michigan,RES,https://sites.google.com/umich.edu/chandler-inman/research
,Kanat,Isakov,PhD,University of Maryland,RES,https://sites.google.com/umd.edu/kisakov/research
,Vikram,Jambulapati,PhD,"University of California, San Diego",RES,https://acsweb.ucsd.edu/~vjambula/research.html
,Mathias Fjællegaard,Jensen,PhD,University of Oxford,RES,https://fjaellegaard.com/research
,Yuqi,Jiang,PhD,University of Wisconsin-Madison,RES,https://sites.google.com/view/angelajiang/research
,Aya,Jibet,PhD,New York University,RES,https://sites.google.com/nyu.edu/aya-jibet/research
,Richard,Jin,PhD,"University of California, Berkeley",RES,https://sites.google.com/view/richardjin/research
,Eszter,Kabos,PhD,University of Oxford,RES,https://www.ekabos.com/research
,Donia,Kamel,PhD,Paris School of Economics,RES,https://www.doniakamel.com/research
,Eftychia,Karfaki,PhD,University of Minnesota,RES,https://sites.google.com/umn.edu/effie-karfaki/research
,Grady,Killeen,PhD,"University of California, Berkeley",RES,https://gkilleen33.github.io/research.html
,Byunghoon,Kim,PhD,University of Pennsylvania,RES,https://sites.google.com/view/byunghoonkim/research
,Claire Kyu-yeon,Kim,PhD,University of Wisconsin-Madison,RES,https://sites.google.com/view/clairekykim/research
,Helen,Kissel,PhD,Stanford University,RES,https://www.helenkissel.com/research
,Ioannis,Koutsonikolis,PhD,University of Minnesota,RES,https://www.ikoutsonikolis.com/research
,Jonathan,Kowarski,PhD,"University of California, Los Angeles",RES,https://sites.google.com/view/jonathan-kowarski/research-projects
,Tushar,Kundu,PhD,Columbia University,RES,https://tusharkundu.github.io/research
,Jonas Kai,Kurle,PhD,University of Oxford,RES,https://jonaskurle.com/pages/research.html
,Katherine,Kwok,PhD,University of Wisconsin-Madison,RES,https://www.katherinekwok.com/research
,Giselle,Labrador-Badia,PhD,University of Wisconsin-Madison,RES,https://sites.google.com/view/gisellelabrador-badia/research
,Josemaria,Larrain,PhD,University of Pennsylvania,RES,https://www.josemarialarrain.com/research
,John C.,Lazzaro,PhD,University of Wisconsin-Madison,RES,https://sites.google.com/wisc.edu/johnclazzaro/research
,James,Lee,PhD,"University of California, Los Angeles",RES,https://www.jamesylee.org/research
,Jimmy,Lee,PhD,Northwestern University,RES,https://sites.google.com/u.northwestern.edu/jimmylee1992728/research
,Jiwon,Lee,PhD,Princeton University,RES,https://sites.google.com/princeton.edu/jiwonlee/research
,Steven,Lee,PhD,Brown University,RES,https://sites.google.com/view/stevenslee/research
,Siqi,Li,PhD,University of Pennsylvania,RES,https://sites.google.com/view/siqili94/research
,Hyunkyeong,Lim,PhD,University of Wisconsin-Madison,RES,https://www.hyun-lim.com/research
,Tianhao,Liu,PhD,Columbia University,RES,https://sites.google.com/view/tianhaoliuecon/research
,Ziqiao,Liu,PhD,University of Maryland,RES,https://sites.google.com/umd.edu/ziqiao-liu/research
,Ana,Lleó-Bono,PhD,University of Cambridge,RES,https://sites.google.com/view/analleobono/research
,Raquel,Lorenzo,PhD,Barcelona School of Economics,RES,https://www.raquel-lorenzo.com/research
,Yucheng,Lu,PhD,New York University,RES,https://sites.google.com/nyu.edu/yuchenglu/research
,Anna,Lukianova,PhD,University of Wisconsin-Madison,RES,https://sites.google.com/view/annalukianova/research
,Jun Ru,Lyu,PhD,"University of California, Berkeley",RES,https://www.junrulyu.com/research
,Enjie,Ma,PhD,Cornell University,RES,https://enjiema.com/research/
,Aristotle,Magganas,PhD,"University of California, Los Angeles",RES,https://sites.google.com/view/aristotle-magganas/research
,Anwita,Mahajan,PhD,"University of California, San Diego",RES,https://www.anwitamahajan.com/research
,Max,Marczinek,PhD,University of Oxford,RES,https://sites.google.com/view/maxmarczinek/research
,Emily,Martell,PhD,"University of California, Berkeley",RES,https://www.emilymartell.com/research
,Joan,Martinez,PhD,"University of California, Berkeley",RES,https://joanjmartinez.com/research/
,Pedro,Martinez-Bruera,PhD,Massachusetts Institute of Technology,RES,https://www.pmbruera.com/research
,Alfonso,Maselli,PhD,University of Pennsylvania,RES,https://sites.google.com/view/alfonsomaselli/research
,Johannes,Matt,PhD,London School of Economics,RES,https://www.johannesmatt.com/research
,Roberto-Rafael,Maura-Rivero,PhD,London School of Economics,RES,https://sites.google.com/view/rrmaura/research
,Patrick,Molligo,PhD,"University of California, Los Angeles",RES,https://www.patrickmolligo.com/research/
,Kate,Musen,PhD,Columbia University,RES,https://katemusen.com/research
,Aroon,Narayanan,PhD,Massachusetts Institute of Technology,RES,https://www.aroon.cc/research
,Michael B.,Nattinger,PhD,University of Wisconsin-Madison,RES,https://www.michaelnattinger.com/research_2
,Roberta,Olivieri,PhD,Cornell University,RES,https://sites.google.com/view/robertaolivieri/research
,Gyungbae,Park,PhD,Brown University,RES,https://sites.google.com/brown.edu/gyungbaepark/research
,Charles,Parry,PhD,University of Cambridge,RES,https://sites.google.com/view/charles-parry/research
,Tatiana,Pazem,PhD,London School of Economics,RES,https://sites.google.com/view/etiennefize/research
,Helena,Pedrotti,PhD,New York University,RES,https://helena-pedrotti.github.io/research/
,Jorge Enrique,Perilla Garcia,PhD,University of Maryland,RES,https://sites.google.com/view/jorge-perilla-garcia/research
,Giuseppe,Pulito,Post-Doc,Berlin School of Economics,RES,https://sites.google.com/view/giuseppepulito/research
,Mary,Quiroga,PhD,University of Michigan,RES,https://www.maryquiroga.com/research
,Alejandro,Rabano,PhD,Barcelona School of Economics,RES,https://sites.google.com/view/alejandrorabano/research
,Afonso,Rodrigues,PhD,University of Oxford,RES,https://sites.google.com/view/afonso-rodrigues/research
,R. Benjamin,Rodriguez,PhD,University of Maryland,RES,https://sites.google.com/umd.edu/rbenjaminrodriguez/research
,Vincent,Rollet,PhD,Massachusetts Institute of Technology,RES,https://www.vincent-rollet.com/research
,Hanjoon,Ryu,PhD,Duke University,RES,https://www.hanjoonryu.com/research
,Hannah,Römer,PhD,University of Oxford,RES,https://www.hannahroemer.com/research
,Anirudh,Sankar,PhD,Stanford University,RES,https://sites.google.com/view/anirudh-sankar/research_1
,Alexander,Sawyer,PhD,University of Pennsylvania,RES,https://sites.google.com/sas.upenn.edu/alexander-sawyer/research
,Ashley,Schwanebeck,PhD,University of Pennsylvania,RES,https://www.ashleyschwanebeck.com/research
,Clara,Schäper,PhD,Berlin School of Economics,RES,https://sites.google.com/view/clara-schaeper/research
,Dana,Scott,PhD,Yale University,RES,https://www.dana-scott.com/research
,Hema,Shah,PhD,Duke University,RES,https://www.hema-shah-econ.com/research
,Ziyang,Shen,PhD,Columbia University,RES,https://sites.google.com/view/ziyangshen/research
,Chenchuan,Shi,PhD,University of Oxford,RES,https://sites.google.com/view/chenchuan-shi/research
,Yifan,Shi,PhD,Columbia University,RES,https://www.yifan-shi.com/research
,Jaeyeon,Shin,PhD,"University of California, San Diego",RES,https://sites.google.com/ucsd.edu/jaeyeonshin/research
,Shuhua,Si,PhD,Columbia University,RES,https://sites.google.com/view/shuhuasi/research
,Giuliano,Simoncelli,PhD,University of Maryland,RES,https://sites.google.com/view/giulianosimoncelli/research
,Yasin,Simsek,PhD,Duke University,RES,https://yasin-simsek.github.io/research
,Andrew,Smith,PhD,University of Wisconsin-Madison,RES,https://www.jasmiths.com/research
,Scott,Sommers,PhD,University of Minnesota,RES,https://sites.google.com/view/scottsommers/research
,Caterina,Soto Vieira,PhD,London School of Economics,RES,https://www.caterinasotovieira.com/research
,Karthik Abhiramapuram,Sridhar,PhD,University of Oxford,RES,https://www.asknarayan.com/research
,Arseniy,Stolyarov,PhD,University of Wisconsin-Madison,RES,https://www.arseniystolyarov.com/research.html
,Maëlle,Stricot,PhD,Paris School of Economics,RES,https://sites.google.com/view/maelle-stricot/research
,Meng,Su,PhD,London School of Economics,RES,https://sites.google.com/view/mengsu/research
,Jeongsoo,Suh,PhD,Duke University,RES,https://www.jeongsoosuh.com/research
,Shreya,Tandon,PhD,Harvard University,RES,https://sites.google.com/view/shreya-tandon/research
,Anya,Tarascina,PhD,University of Wisconsin-Madison,RES,https://anyatarascina.com/research/
,Javier,Tasso,PhD,University of Pennsylvania,RES,https://javiertasso.github.io/research
,Adelson,Teh Ming Wei,PhD,Cornell University,RES,https://sites.google.com/view/adelson/research
,Tuyetanh,Tran,PhD,Yale University,RES,https://tuyetanhltran.github.io/research.html
,David,Van Dijcke,PhD,University of Michigan,RES,https://davidvandijcke.com/research
,Bruno,Veltri,PhD,Berlin School of Economics,RES,https://brunoveltri.github.io/research.html
,Bipul,Verma,PhD,University of Minnesota,RES,https://www.bipulverma.com/home-research
,Kartik,Vira,PhD,Massachusetts Institute of Technology,RES,https://www.kartikvira.com/research
,Germano,Wallerstein,PhD,University of Michigan,RES,https://sites.google.com/umich.edu/germano-wallerstein/research
,Eva,Wang,PhD,University of Michigan,RES,https://www.evawang.net/research
,Xizhao,Wang,PhD,Northwestern University,RES,https://sites.google.com/view/xizhaowang/research
,Sarah,Webb,PhD,University of Maryland,RES,https://sarah-webb-econ.github.io/research.html
,Giacomo,Weber,PhD,Paris School of Economics,RES,https://sites.google.com/view/giacomoweber/research
,Arthur,Wickard,PhD,Massachusetts Institute of Technology,RES,https://sites.google.com/view/arthurwickard/research
,Lukas,Wiedemann,PhD,London School of Economics,RES,https://sites.google.com/view/lukaswiedemann/research
,Sarah,Winton,PhD,London School of Economics,RES,https://www.sarah-winton.com/research
,Karen,Wu,PhD,University of Chicago,RES,https://karen-a-wu.com/research
,Nick,Wu,PhD,Yale University,RES,https://nwu.io/research/
,Yuyao,Wu,PhD,University of Michigan,RES,https://sites.google.com/umich.edu/yuyaowu/research
,Alexander,Wurdinger,PhD,University of Minnesota,RES,https://sites.google.com/view/alexwurdinger/research
,Lieyuan,Yang,PhD,University of Minnesota,RES,https://sites.google.com/umn.edu/lieyuanyang/research
,Meifeng,Yang,PhD,University of Michigan,RES,https://www.meifengyang.com/research
,Yu Hung,Yaow,PhD,University of Maryland,RES,https://sites.google.com/umd.edu/yaow/research
,Steven,Yee,PhD,"University of California, San Diego",RES,https://sites.google.com/view/stevenyee/research
,So Hye,Yoon,PhD,Princeton University,RES,https://www.sohyeyoon.com/research/
,Jonathan,Yu,PhD,University of Maryland,RES,https://sites.google.com/umd.edu/econ-jmc-jonathan-yu/research
,Simone,Zanella,PhD,Barcelona School of Economics,RES,https://sites.google.com/view/simonezanellacavallero/research
,Zhaocheng,Zhang,PhD,University of Cambridge,RES,https://zhaocheng-zhang.github.io/research
,Luke,Zhao,PhD,Duke University,RES,https://lukehzhao.github.io/research.html
,Yangfan,Zhou,PhD,Columbia University,RES,https://sites.google.com/view/yangfanzhou/research
,Andres,de Loera,PhD,Harvard University,RES,https://www.andresdeloera.com/research
,Alexander H.,von Hafften,PhD,University of Wisconsin-Madison,RES,https://vonhafften.github.io/research.html
,Panle Jia,Barwick,Professor,University of Wisconsin-Madison,HOME,https://panlebarwick.github.io/
,Panle Jia,Barwick,Professor,University of Wisconsin-Madison,PUB,https://panlebarwick.github.io/publications.html
,Siyu,Chen,Ass. Professor,Jinan University,HOME,https://sites.google.com/view/siyuchen-econ/home
,Chao,Fu,Professor,University of Wisconsin-Madison,HOME,https://users.ssc.wisc.edu/~cfu/
,Teng,Li,Professor,Sun Yat-sen University,HOME,https://www.teng-li.com/
,Raj,Chetty,Professor,Harvard University,HOME,https://rajchetty.com/
,David J,Deming,Professor,Harvard University,HOME,https://www.daviddeming.com/
,David J,Deming,Professor,Harvard University,RES,https://www.daviddeming.com/research
,John N,Friedman,Professor,Brown University,HOME,https://sites.google.com/brown.edu/johnnfriedman/home
,Sergio,Correia,Other,Federal Reserve Bank of Richmond,HOME,https://scorreia.com/
,Sergio,Correia,Other,Federal Reserve Bank of Richmond,RES,https://scorreia.com/research/
,Stephan,Luck,Other,Federal Reserve Bank of New York,HOME,https://sites.google.com/site/stephanluck/
,Stephan,Luck,Other,Federal Reserve Bank of New York,RES,https://sites.google.com/site/stephanluck/Home/research
,Emil,Verner,Professor,MIT Sloan,HOME,https://www.emilverner.com/
,Emil,Verner,Professor,MIT Sloan,RES,https://www.emilverner.com/research
,Natalie,Bau,Professor,UCLA,HOME,https://sites.google.com/site/nataliebau/
,Gaurav,Khanna,Ass. Professor,UC San Diego,HOME,https://www.econgaurav.com/
,Corinne,Low,Ass. Professor,University of Pennsylvania,HOME,https://www.corinnelow.com/
,Alessandra,Voena,Professor,Stanford University,HOME,https://avoena.people.stanford.edu/
,Murat,Iyigun,Professor,University of Colorado Boulder,HOME,https://spot.colorado.edu/~iyigun/
,Murat,Iyigun,Professor,University of Colorado Boulder,RES,https://spot.colorado.edu/~iyigun/research.html
,Jared,Rubin,Professor,Chapman University,HOME,https://www.jaredcrubin.com/
,Jared,Rubin,Professor,Chapman University,PUB,https://www.jaredcrubin.com/research
,Sydnee,Caldwell,Ass. Professor,UC Berkeley,HOME,https://www.sydneecaldwell.com/
,Ingrid,Haegele,Ass. Professor,LMU Munich,HOME,https://www.ingridhaegele.com/
,Nirupama L,Rao,Ass. Professor,University of Michigan,HOME,https://www.nirupamarao.org/
,Max,Risch,Ass. Professor,Carnegie Mellon University,HOME,https://www.maxrisch.com/
,Jack,Mountjoy,Ass. Professor,University of Chicago Booth,HOME,https://sites.google.com/site/jackmountjoyeconomics/
,Carolina,Arteaga,Ass. Professor,University of Toronto,HOME,https://www.carolinaarteaga.com/
,Victoria,Barone,Ass. Professor,University of Notre Dame,HOME,https://www.baronevictoria.com/
,Victoria,Barone,Ass. Professor,University of Notre Dame,RES,https://www.baronevictoria.com/research.html
,Ronan C,Lyons,Professor,Trinity College Dublin,HOME,https://www.ronanlyons.com/
,Allison,Shertzer,Other,Federal Reserve Bank of Philadelphia,HOME,https://www.allisonshertzer.com/
,Rowena,Gray,Ass. Professor,UC Merced,HOME,https://rowenagray.weebly.com/
,Silvana,Tenreyro,Professor,London School of Economics,HOME,https://personal.lse.ac.uk/tenreyro/
,Matthew,Baron,Ass. Professor,Cornell University,HOME,https://blogs.cornell.edu/baron/
,Matthew,Baron,Ass. Professor,Cornell University,RES,https://blogs.cornell.edu/baron/research
,Luc,Laeven,Professor,Tilburg University,HOME,https://sites.google.com/site/laevenl/home
,Julien,Penasse,Ass. Professor,University of Luxembourg,HOME,https://sites.google.com/view/jpenasse
,Yevhenii,Usenko,PhD,MIT Sloan,HOME,https://www.yevheniiusenko.me/
,Patrick A,Testa,Ass. Professor,Tulane University,HOME,https://www.patrickatesta.com
,Desmond,Ang,Ass. Professor,Harvard Kennedy School,HOME,https://ang.scholars.harvard.edu/
,Sahil,Chinoy,Post-Doc,Yale University,HOME,https://sahilchinoy.com/
,Elliott,Ash,Ass. Professor,ETH Zurich,HOME,https://elliottash.com/
,Daniel L,Chen,Other,Toulouse School of Economics,HOME,http://users.nber.org/~dlchen/
,Suresh,Naidu,Professor,Columbia University,HOME,https://www.columbia.edu/~sn2430/
,Allan,Hsiao,Ass. Professor,Stanford University,HOME,https://allanhsiao.com/
,Mira,Frick,Professor,Princeton University,HOME,https://sites.google.com/site/mirafrickecon/home
,Ryota,Iijima,Professor,Princeton University,HOME,https://sites.google.com/site/ryotaiijimaecon/home
,Ryota,Iijima,Professor,Princeton University,RES,https://sites.google.com/site/ryotaiijimaecon/papers
,Yuhta,Ishii,Ass. Professor,Pennsylvania State University,HOME,https://sites.google.com/site/yuhtaishiiswebsite/home
,Anton,Kolotilin,Professor,UNSW Sydney,HOME,https://www.kolotilin.com/
,Christopher,Clayton,Ass. Professor,Yale School of Management,HOME,https://www.christopherdclayton.com/
,Christopher,Clayton,Ass. Professor,Yale School of Management,RES,https://www.christopherdclayton.com/research
,Matteo,Maggiori,Professor,Stanford University,HOME,https://www.matteomaggiori.com/
,Matteo,Maggiori,Professor,Stanford University,RES,https://www.matteomaggiori.com/research
,Maarten,De Ridder,Ass. Professor,London School of Economics,HOME,https://www.maartenderidder.com/
,Maarten,De Ridder,Ass. Professor,London School of Economics,RES,https://www.maartenderidder.com/research.html
,Basile,Grassi,Ass. Professor,Bocconi University,HOME,https://sites.google.com/site/grassibasile/
,Basile,Grassi,Ass. Professor,Bocconi University,RES,https://sites.google.com/site/grassibasile/home/research
,Giovanni,Morzenti,Other,Analysis Group,HOME,https://sites.google.com/view/giovanni-morzenti
,Giovanni,Morzenti,Other,Analysis Group,RES,https://sites.google.com/view/giovanni-morzenti/research
,Vesa-Matti,Heikkuri,Ass. Professor,Tampere University,HOME,https://www.vesamattiheikkuri.com/
,Matthias,Schief,Other,OECD,HOME,https://matthiasschief.com/
,Wojciech,Olszewski,Professor,Northwestern University,HOME,https://sites.northwestern.edu/wol737/
,Wojciech,Olszewski,Professor,Northwestern University,RES,https://sites.northwestern.edu/wol737/research/
,Philip J.,Reny,Professor,University of Chicago,HOME,https://sites.google.com/site/philipjreny/
,Philip J.,Reny,Professor,University of Chicago,RES,https://sites.google.com/site/philipjreny/research
,Ron,Siegel,Professor,Pennsylvania State University,HOME,https://sites.google.com/site/ronsiegel/home
,Takanori,Ida,Professor,Kyoto University,HOME,https://www.econ.kyoto-u.ac.jp/~ida/Ida-English.htm
,Takunori,Ishihara,Ass. Professor,Kyoto University of Advanced Science,HOME,https://www.takunori-ishihara.com/
,Takunori,Ishihara,Ass. Professor,Kyoto University of Advanced Science,RES,https://www.takunori-ishihara.com/research/
,Koichiro,Ito,Professor,University of Chicago,HOME,https://koichiroito.com/
,Daido,Kido,Ass. Professor,Otaru University of Commerce,HOME,https://daido-kido.netlify.app/
,Toru,Kitagawa,Professor,Brown University,HOME,https://sites.google.com/brown.edu/torukitagawa
,Toru,Kitagawa,Professor,Brown University,PUB,https://sites.google.com/brown.edu/torukitagawa/home/publication
,Shosei,Sakaguchi,Ass. Professor,University of Tokyo,HOME,https://sites.google.com/view/shoseisakaguchi/home
,Shosei,Sakaguchi,Ass. Professor,University of Tokyo,RES,https://sites.google.com/view/shoseisakaguchi/research
,Shusaku,Sasaki,Professor,University of Osaka,HOME,https://ssasaki.weebly.com/
,Loren,Brandt,Professor,University of Toronto,HOME,https://brandt.economics.utoronto.ca/
,Johannes,Van Biesebroeck,Professor,KU Leuven,HOME,https://sites.google.com/view/jovb/
,Yifan,Zhang,Professor,Chinese University of Hong Kong,HOME,https://www.yifanzhang.net/
,Yifan,Zhang,Professor,Chinese University of Hong Kong,RES,https://www.yifanzhang.net/research
,Eduardo,Hidalgo,PhD,University of Cologne,HOME,https://eduardo-hidalgo.weebly.com/
,Erik,Hornung,Professor,University of Cologne,HOME,https://sites.google.com/site/hornungecon/
,Pablo,Selaya,Ass. Professor,University of Copenhagen,HOME,https://web.econ.ku.dk/pabloselaya/
,Ye,Yuan,Ass. Professor,Peking University,HOME,https://yuanye-econ.github.io/
,Marion,Richard,Post-Doc,Nova School of Business and Economics,HOME,https://sites.google.com/view/marionrichard/home
,Oliver,Vanden Eynde,Professor,Paris School of Economics,HOME,https://personal.lse.ac.uk/vandeney/
,Rafael,Parfitt,Ass. Professor,Mackenzie University,HOME,https://sites.google.com/view/rafaelparfitt
,Salomon,Garcia-Villegas,Other,Banco de Espana,HOME,https://www.salomongarcia.com/
,Rodrigo,Heresi,Other,Central Bank of Chile,HOME,https://sites.google.com/view/rodrigo-heresi/
,Maria,Bas,Professor,University of Paris 1 Pantheon-Sorbonne,HOME,https://sites.google.com/site/basmaria80/
,Pamela,Bombarda,Ass. Professor,CY Cergy-Paris Universite,HOME,https://sites.google.com/site/pamelabombarda/
,Kieran,Byrne,PhD,Queen Mary University of London,HOME,https://kbyrne-econ.github.io/
,Florence,Kondylis,Other,World Bank,HOME,https://sites.google.com/site/decrgkondylis/
,John,Loeser,Other,World Bank,HOME,https://johnloeser.github.io/
,Stefan,Nikolic,Ass. Professor,Loughborough University,HOME,https://sites.google.com/view/stefannikolic/home
,Lisa,Cameron,Professor,University of Melbourne,HOME,https://sites.google.com/view/lisa-a-cameron/home
,Diana,Contreras Suarez,Other,University of Melbourne,HOME,https://sites.google.com/site/dianacontreras1/
,Diahhadi,Setyonaluri,Ass. Professor,Universitas Indonesia,HOME,https://sites.google.com/view/diahhadisetyonaluri/home
,Martina,Jakob,Post-Doc,University of Zurich,HOME,https://martinajakob.net/
,Aymo,Brunetti,Professor,University of Bern,HOME,https://www.aymobrunetti.ch/
,Julio,Acuna,Ass. Professor,University of Mississippi,HOME,https://www.julioacuna.com/
,Natalia,Candelo,Ass. Professor,CUNY Queens College,HOME,https://sites.google.com/site/nataliacandelolondono/
,Jingping,Gu,Ass. Professor,University of Arkansas,HOME,https://jgu.hosted.uark.edu/
,Sherry Xin,Li,Professor,University of Arkansas,HOME,https://sites.google.com/view/sherryli
,Caique,Melo,PhD,Bocconi University,HOME,https://sites.google.com/view/caiquemelo
,Wouter,Gelade,Other,National Bank of Belgium,HOME,https://sites.google.com/view/woutergelade/home
,Laurence,Go,Post-Doc,IAE-CSIC,HOME,https://www.laurencego.com/
,Dean,Karlan,Professor,Northwestern University,HOME,https://deankarlan.com/
,Utsav,Manjeer,Other,Meta,HOME,https://utsavmanjeer.com/
,Christopher,Udry,Professor,Northwestern University,HOME,https://sites.northwestern.edu/christopherudry/
,Maria,Padilla-Romo,Ass. Professor,University of Tennessee,HOME,https://sites.google.com/site/mariaspadillaromo/
,Cecilia,Peluffo,Ass. Professor,University of Florida,HOME,https://sites.google.com/view/ceciliapeluffo
,Huiyi,Chen,Ass. Professor,James Madison University,HOME,https://www.hui-yi-chen.com/
,Diogo,Baerlocher,Ass. Professor,University of South Florida,HOME,https://diogobaerlocher.github.io/
,Rodrigo,Schneider,Ass. Professor,Skidmore College,HOME,https://sites.google.com/view/rodrigoaraujoschneider
,Ruixue,Jia,Professor,UC San Diego,HOME,https://www.ruixuejia.com/
,Hongbin,Li,Professor,Stanford University,HOME,https://lhongbin.people.stanford.edu/
,Yu,Qin,Professor,National University of Singapore,HOME,https://qinyurain.weebly.com/
,Jing,Wu,Professor,Tsinghua University,HOME,https://sites.google.com/view/jing-wu-tsinghua-university
,Joshua W.,Deutschmann,Other,University of Chicago,HOME,https://jwdeutschmann.com/
,Tanguy,Bernard,Professor,University of Bordeaux,HOME,https://sites.google.com/view/tanguybernard/home
,Justin Jihao,Hong,Ass. Professor,Hong Kong University of Science and Technology,HOME,https://www.hjihao.org/
,Ralph,De Haas,Other,EBRD,HOME,https://ralphdehaas.com/
,Juan Pablo,Rud,Professor,Royal Holloway University of London,HOME,https://sites.google.com/view/juanpablorud/
,Damien,de Walque,Other,World Bank,HOME,https://sites.google.com/site/decrgdamiendewalque/home
,Heather,Schofield,Ass. Professor,Cornell University,HOME,https://heatherschofield.net/
,Vincent,Somville,Professor,NHH Norwegian School of Economics,HOME,https://sites.google.com/view/vincentsomville/home
,Jessica,Leight,Other,IFPRI,HOME,https://www.jessicaleight.com/
,Abhishek,Kumar,Ass. Professor,University of Southampton,HOME,https://sites.google.com/view/abhishekkumar/home
,Sushanta,Mallick,Professor,Queen Mary University of London,HOME,https://skmallick.busman.qmul.ac.uk/
,Dilip,Abreu,Professor,New York University,HOME,https://sites.google.com/view/dilipabreu
,Mihai,Manea,Professor,Stony Brook University,HOME,https://sites.google.com/view/mihaimanea
,Regis,Renault,Professor,CY Cergy Paris Universite,HOME,https://sites.google.com/site/homepageofregisrenault/
,Yan,Bai,Professor,University of Rochester,HOME,https://sites.google.com/site/yanbai06/
,Jose-Victor,Rios-Rull,Professor,University of Pennsylvania,HOME,https://www.sas.upenn.edu/~vr0j/
,Francesco,Celentano,Ass. Professor,University of Lausanne,HOME,https://sites.google.com/view/fcelentano
,Mark,Rempel,Ass. Professor,University of Toronto,HOME,https://markrempel.org/
,Lars Peter,Hansen,Professor,University of Chicago,HOME,https://larspeterhansen.org/
,Fabio,Maccheroni,Professor,Universita Bocconi,HOME,https://sites.google.com/site/fabiomaccheroni/
,Massimo,Marinacci,Professor,Universita Bocconi,HOME,https://sites.google.com/view/massimomarinacci/home-page
,Federico,Echenique,Professor,UC Berkeley,HOME,https://eml.berkeley.edu/~fechenique/
,Gerelt,Tserenjigmid,Ass. Professor,UC Santa Cruz,HOME,https://sites.google.com/site/gereltecon/
,Faruk,Gul,Professor,Princeton University,HOME,http://www.princeton.edu/~fgul/
,Wolfgang,Pesendorfer,Professor,Princeton University,HOME,https://sites.google.com/view/wolfgang-pesendorfer/home
,Botond,Koszegi,Professor,University of Bonn,HOME,https://www.wiwi.uni-bonn.de/koszegi/
,Philipp,Strack,Professor,Yale University,HOME,https://philippstrack.com/
,Ronja,Helensdotter,Post-Doc,MIT Sloan,HOME,https://www.ronjahelensdotter.com/
,Christopher L,House,Professor,University of Michigan,HOME,https://websites.umich.edu/~chouse/
,Christian,Proebsting,Ass. Professor,KU Leuven,HOME,https://sites.google.com/site/proebstingchristian/home
,Linda L,Tesar,Professor,University of Michigan,HOME,https://sites.lsa.umich.edu/ltesar/
,Philippe,Jehiel,Professor,Paris School of Economics,HOME,https://philippe-jehiel.enpc.fr/
,Giacomo,Weber,Post-Doc,Universita Bocconi,HOME,https://sites.google.com/view/giacomoweber
,Matthias,Kehrig,Ass. Professor,Duke University,HOME,https://sites.google.com/site/matthiaskehrig/
,Nicolas,Vincent,Professor,HEC Montreal,HOME,https://sites.google.com/view/nicolasvincent/home
,Spencer Y,Kwon,Ass. Professor,Brown University,HOME,https://www.spencerkwon.me/
,Johnny,Tang,Other,Harvard University,HOME,https://www.johnnytang.me/
,Stephan,Lauermann,Professor,University of Bonn,HOME,https://sites.google.com/site/slauerma/
,Asher,Wolinsky,Professor,Northwestern University,HOME,https://sites.northwestern.edu/wolinsky/
,Danielle,Li,Professor,MIT Sloan,HOME,https://danielle-li.github.io/
,Lindsey,Raymond,Post-Doc,Microsoft Research,HOME,https://www.lindseyrraymond.com/
,Harry,Pei,Ass. Professor,Northwestern University,HOME,https://sites.northwestern.edu/harrypei/
,Nancy,Qian,Professor,Northwestern University,HOME,https://nancyqian.org/
,Yuval,Salant,Professor,Northwestern University,HOME,https://www.kellogg.northwestern.edu/faculty/salant/personal/index.html
,Jorg L,Spenkuch,Ass. Professor,Northwestern University,HOME,https://jspenkuch.github.io/
,Ran,Spiegler,Professor,Tel Aviv University,HOME,https://www.ranspiegler.sites.tau.ac.il/
,Mathieu,Taschereau-Dumouchel,Ass. Professor,Cornell University,HOME,https://www.mathtd.info/
