researcher_id,first_name,last_name,db_affiliation,repec_name,repec_workplace,repec_homepage,repec_handle,match_type,confidence
1226,Esra,Kose,,Esra Kose,University of California-Merced,http://esrakose.weebly.com,REPEC:per:2014-02-22:esra_kose,exact_name,unique
1230,Jungmin,Lee,,Jungmin Lee,University College London (UCL),https://sites.google.com/view/jungminlee71/home,REPEC:per:1971-11-21:jungmin_lee,exact_name,unique
1235,Megha,Patnaik,,Megha Patnaik,CESifo,https://meghapatnaik.github.io/,REPEC:per:1964-05-31:megha_patnaik,exact_name,unique
1241,Alexander,Bartik,,Alexander W Bartik,University of Illinois at Urbana-Champaign,https://www.alexbartik.com,REPEC:per:2019-09-13:Alexander_W_Bartik,exact_name,unique
1242,Marianne,Bertrand,,Marianne Bertrand,University of Chicago,http://faculty.chicagobooth.edu/marianne.bertrand/research,REPEC:per:2012-03-29:marianne_bertrand,exact_name,unique
1243,Jesse,Rothstein,,Jesse Rothstein,Luxembourg Institute of Socio-Economic Research (LISER),https://jesse-rothstein.com,REPEC:per:1974-11-04:jesse_rothstein,exact_name,unique
1246,Stephen,Golub,,Stephen S. Golub,,https://www.swarthmore.edu/profile/stephen-golub,REPEC:per:2018-04-14:stephen_s_golub,exact_name,unique
1249,Enrico,Moretti,,enrico moretti,"Luxembourg Institute of Socio-Economic Research (LISER, CEPS/INSTEAD)",http://emlab.berkeley.edu/~moretti/,REPEC:per:2007-12-31:enrico_moretti,exact_name,unique
1256,Itzik,Fadlon,,Itzik Fadlon,National Bureau of Economic Research (NBER),http://pages.ucsd.edu/~yfadlon/,REPEC:per:2017-07-07:itzik_fadlon,exact_name,unique
1274,Stefano,Eusepi,,Stefano Eusepi,University of Texas-Austin,https://sites.google.com/view/stefano-eusepi/home,REPEC:per:1973-03-04:stefano_eusepi,exact_name,unique
1275,Domenico,Giannone,,Domenico Giannone,Johns Hopkins University,https://econ.washington.edu/people/domenico-giannone,REPEC:per:2005-01-21:domenico_giannone,exact_name,unique
1280,Susan,Dynarski,,Susan Dynarski,Harvard University Graduate School of Education,https://www.susandynarski.com/,REPEC:per:1964-12-09:susan_dynarski,exact_name,unique
1283,Camille,Terrier,,Camille Terrier,London School of Economics (LSE),https://sites.google.com/view/camilleterrier/accueil,REPEC:per:1987-06-09:camille_terrier,exact_name,unique
1284,Parag,Pathak,,Parag Pathak,Massachusetts Institute of Technology (MIT),http://economics.mit.edu/faculty/ppathak,REPEC:per:2009-04-04:parag_pathak,exact_name,unique
1286,Patrick,Schneider,,Patrick Schneider,Universität Konstanz,https://sites.google.com/view/patrick-schneider/about-me/,REPEC:per:2023-07-11:Patrick_Schneider,exact_name,unique
1288,Ricardo,Reis,,Ricardo Reis,Bank of England,https://www.r2rsquared.com,REPEC:per:1978-07-30:ricardo_reis,exact_name,unique
1291,Luigi,Butera,,Luigi Butera,University of Chicago,http://www.luigibutera.com,REPEC:per:2013-08-25:luigi_butera,exact_name,unique
1293,Dmitry,Taubinsky,,Dmitry Taubinsky,University of California-Berkeley,https://www.dmitrytaubinsky.com/,REPEC:per:2018-10-12:dmitry_taubinsky,exact_name,unique
1298,Alberto,Polo,,Alberto Polo,Bank of England,https://www.poloalberto.com/,REPEC:per:2019-10-17:alberto_polo,exact_name,unique
1300,Sven,Schreiber,,Sven Schreiber,Hans Böckler Stiftung,http://econ.svens.de,REPEC:per:2009-10-22:sven_schreiber,exact_name,unique
1306,Tiago,Berriel,,Tiago C. Berriel,Pontifícia Universidade Católica do Rio de Janeiro,https://sites.google.com/site/tberriel/,REPEC:per:2007-08-12:tiago_c_berriel,exact_name,unique
1308,Monika,Piazzesi,,Monika Piazzesi,Stanford University,http://www.stanford.edu/~piazzesi,REPEC:per:2003-06-23:monika_piazzesi,exact_name,unique
1309,Martin,Schneider,,Martin Schneider,Rimini Centre for Economic Analysis (RCEA),http://www.stanford.edu/~schneidr/,REPEC:per:2003-04-11:martin_schneider,exact_name,unique
1316,Thiemo,Fetzer,,Thiemo Fetzer,University of Warwick,http://www.trfetzer.com,REPEC:per:2009-08-07:thiemo_rene_fetzer,exact_name,unique
1319,Christian,Brownlees,,Christian T. Brownlees,Libera Università Internazionale degli Studi Sociali Guido Carli (LUISS),https://ctbrownlees.github.io/,REPEC:per:1979-08-30:christian_timothy_brownlees,exact_name,unique
1325,Francesco,Agostinelli,,Francesco Agostinelli,University of Pennsylvania,http://francesco-agostinelli.weebly.com,REPEC:per:2016-09-26:francesco_agostinelli,exact_name,unique
1327,Francesca,Vinci,,Francesca Vinci,University of Nottingham,https://www.franvinci.com/,REPEC:per:2020-03-23:francesca_vinci,exact_name,unique
1329,Andrea,Caggese,,Andrea Caggese,Barcelona School of Economics (BSE),https://andreacaggese.weebly.com/,REPEC:per:2007-01-01:andrea_caggese,exact_name,unique
1332,Angela,Zheng,,Angela Zheng,McMaster University,https://sites.google.com/nyu.edu/angelazheng,REPEC:per:2020-05-25:angela_zheng,exact_name,unique
1335,Birthe,Larsen,,Birthe Larsen,Copenhagen Business School,http://www.cbs.dk/staff/bl,REPEC:per:2012-04-08:birthe_larsen,exact_name,unique
1336,Ulf,Nielsson,,Ulf Nielsson,Copenhagen Business School,http://sites.google.com/site/nielsson,REPEC:per:1979-03-09:ulf_nielsson,exact_name,unique
1338,Tobias,Renkin,,Tobias Renkin,Danmarks Nationalbank,https://www.tobiasrenkin.com,REPEC:per:2013-12-10:tobias_renkin,exact_name,unique
1343,Ming,Li,,Ming Li,Centre Interuniversitaire de Recherche en Économie Quantitative (CIREQ),https://mingliecon.wordpress.com,REPEC:per:1973-01-16:ming_li,exact_name,unique
1345,Christian,Dustmann,,Christian  Dustmann,University College London (UCL),http://www.christiandustmann.com/,REPEC:per:1965-07-12:christian_dustmann,exact_name,unique
1348,Ben,Zou,,Ben Zou,Purdue University,https://www.zouben.net/,REPEC:per:1984-11-17:ben_zou,exact_name,unique
1349,Suqin,Ge,,Suqin Ge,Virginia Polytechnic Institute and State University - Department of Economics,http://www.gesuqin.com,REPEC:per:1975-01-02:suqin_ge,exact_name,unique
1350,Zibin,Huang,,Zibin Huang,University of Rochester,https://www.zibinhuang.com/,REPEC:per:1990-05-11:zibin_huang,exact_name,unique
1351,Junsen,Zhang,,Junsen Zhang,Zhejiang University,http://www.cuhk.edu.hk/eco/staff/jszhang/jzhang.htm,REPEC:per:2007-10-21:junsen_zhang,exact_name,unique
1352,Wei,Xiong,,Wei Xiong,Princeton University,http://www.princeton.edu/~wxiong/,REPEC:per:2012-09-21:wei_xiong,exact_name,unique
1355,Christian,Ghiglino,,Christian Ghiglino,University of Essex,http://privatewww.essex.ac.uk/~cghig/,REPEC:per:1955-08-14:christian_ghiglino,exact_name,unique
1357,Paolo,Pin,,Paolo Pin,Università degli Studi di Siena,http://www.paolopin.com/,REPEC:per:2006-06-08:paolo_pin,exact_name,unique
1358,Fernando,Vega-Redondo,,Fernando Vega-Redondo,Università Commerciale Luigi Bocconi,http://www.igier.unibocconi.it/vegaredondo,REPEC:per:2008-07-29:fernando_vega_redondo,exact_name,unique
1360,Romain,Gauriot,,Romain Gauriot,Deakin University,https://sites.google.com/site/romaingauriot/,REPEC:per:2016-09-04:romain_gauriot,exact_name,unique
1361,Lionel,Page,,Lionel Page,University of Queensland,https://economics.uq.edu.au/profile/9755/lionel-page,REPEC:per:2016-03-22:lionel_page,exact_name,unique
1363,Flavio,Toxvaerd,,Flavio Toxvaerd,University of Cambridge,http://people.pwf.cam.ac.uk/fmot2/,REPEC:per:1973-04-16:flavio_toxvaerd,exact_name,unique
1366,Niels-Jakob,Hansen,,Niels-Jakob Harbo Hansen,Stockholms Universitet,http://www.iies.su.se/pub/jsp/polopoly.jsp?d=11889&a=83226,REPEC:per:2011-01-04:niels_jakob_harbo_hansen,exact_name,unique
1368,Frederik,Toscani,,Frederik Giancarlo Toscani,International Monetary Fund (IMF),http://www.imf.org/external/np/cv/AuthorCV.aspx?AuthID=266,REPEC:per:2015-09-13:frederik_giancarlo_toscani,exact_name,unique
1370,Swati,Dhingra,,Swati Dhingra,London School of Economics (LSE),http://www.sdhingra.com,REPEC:per:2006-12-25:swati_dhingra,exact_name,unique
1371,Joaquim,Guilhoto,,Joaquim Jose Martins Guilhoto,Universidade de São Paulo,https://www.researchgate.net/profile/Joaquim_Guilhoto,REPEC:per:2009-04-18:joaquim_jose_martins_guilhoto,exact_name,unique
1378,Anastasia,Danilov,,Anastasia Danilov,Humboldt-Universität Berlin,https://anastasiadanilov.de,REPEC:per:1981-08-20:anastasia_danilov,exact_name,unique
1381,Sergio,De Ferra,,Sergio de Ferra,Oxford University,http://www.sergiodeferra.com/,REPEC:per:1987-06-18:sergio_de_ferra,exact_name,unique
1382,Kurt,Mitman,,Kurt  Mitman,Stockholms Universitet,http://perseus.iies.su.se/~kmitm/,REPEC:per:1980-09-10:kurt_mitman,exact_name,unique
1383,Federica,Romei,,Federica Romei,Oxford University,https://sites.google.com/site/romeifederica/,REPEC:per:1984-08-15:federica_romei,exact_name,unique
1385,Andrea,Pescatori,,Andrea Pescatori,International Monetary Fund (IMF),https://sites.google.com/site/andreapescatori/,REPEC:per:2005-08-30:andrea_pescatori,exact_name,unique
1386,Martin,Stuermer,,Martin Stuermer,International Monetary Fund (IMF),https://sites.google.com/site/mstuermer1/,REPEC:per:2012-06-02:martin_stuermer,exact_name,unique
1391,Ervin,Prifti,,Ervin Prifti,International Monetary Fund (IMF),https://ideas.repec.org/f/ppr418.html,REPEC:per:2018-08-30:ervin_prifti,exact_name,unique
1395,Juri,Marcucci,,Juri Marcucci,Banca d'Italia,https://sites.google.com/view/jurimarcucci/home,REPEC:per:2004-05-18:juri_marcucci,exact_name,unique
1404,Margherita,Borella,,Margherita Borella,Università degli Studi di Torino,https://sites.google.com/site/margheritaborella/,REPEC:per:2006-01-28:margherita_borella,exact_name,unique
1405,Mariacristina,De Nardi,,Mariacristina De Nardi,National Bureau of Economic Research (NBER),http://www.nber.org/~denardim,REPEC:per:1966-05-09:mariacristina_de_nardi,exact_name,unique
1410,Carlos,Rondón-Moreno,,Carlos  Rondón-Moreno,Banco Central de Chile,https://www.carlosrondonmoreno.com/,REPEC:per:2010-08-17:carlos_rondon,exact_name,unique
1413,Carlos,Scartascini,,Carlos G. Scartascini,Banco Interamericano de Desarrollo,http://www.cscartascini.org,REPEC:per:2009-01-01:carlos_g_scartascini,exact_name,unique
1414,Jorge,Streb,,Jorge M. Streb,Universidad del CEMA,https://ucema.edu.ar/jorge-miguel-streb,REPEC:per:1959-08-19:jorge_miguel_streb,exact_name,unique
1417,Angelo,Ranaldo,,Angelo  Ranaldo,Universität Basel,https://wwz.unibas.ch/en/persons/ranaldo-angelo/,REPEC:per:2005-06-09:angelo_ranaldo,exact_name,unique
1420,Berber,Kramer,,Berber Kramer,International Food Policy Research Institute (IFPRI),http://www.ifpri.org/staffprofile/berber-kramer,REPEC:per:1984-09-02:berber_kramer,exact_name,unique
1421,Patrick,Ward,,Patrick S. Ward,Duke Kunshan University,https://sites.google.com/site/patricksward/,REPEC:per:2011-08-26:patrick_s_ward,exact_name,unique
1427,Purnima,Menon,,Purnima Menon,International Food Policy Research Institute (IFPRI),http://www.ifpri.org/srstaff/Menonp.asp,REPEC:per:2009-03-19:purnima_menon,exact_name,unique
1432,Christopher,Snyder,,Christopher Mark Snyder,National Bureau of Economic Research (NBER),https://sites.dartmouth.edu/csnyder/,REPEC:per:2010-08-04:christopher_mark_snyder,exact_name,unique
1446,Joel,Slemrod,,Joel Slemrod,University of Michigan,http://www.otpr.org,REPEC:per:2002-11-20:joel_slemrod,exact_name,unique
1447,Michael,Stimmelmayr,,Michael  Stimmelmayr,University of Bath,https://sites.google.com/view/michaelstimmelmayr/home,REPEC:per:2008-04-20:michael_stimmelmayr,exact_name,unique
1452,Rasmus,Landersø,,Rasmus Landersø,Rockwool Fondens Forskningsenhed (RFF),https://sites.google.com/site/rlandersoe/,REPEC:per:2013-03-21:rasmus_landerso,exact_name,unique
1453,Salvador,Navarro,,Salvador Navarro,University of Western Ontario,http://sites.google.com/site/econsalvador,REPEC:per:2008-10-22:salvador_navarro,exact_name,unique
1463,Basit,Zafar,,Basit Zafar,National Bureau of Economic Research (NBER),https://sites.google.com/site/basitakzafar/,REPEC:per:2008-08-30:basit_zafar,exact_name,unique
1464,Olivier,Accominotti,,Olivier Accominotti,London School of Economics (LSE),https://www.lse.ac.uk/Economic-History/People/Faculty-and-teachers/Accominotti/Dr-Olivier-Accominott,REPEC:per:2014-03-08:olivier_accominotti,exact_name,unique
1467,Eric,Monnet,,Eric Monnet,Paris School of Economics,http://www.ericmonnet.eu,REPEC:per:2012-09-21:eric_monnet,exact_name,unique
1469,Katrin,Millock,,Katrin  Millock,Paris School of Economics,https://www.parisschoolofeconomics.eu/fr/millock-katrin/,REPEC:per:2006-07-06:katrin_eleonora_millock,exact_name,unique
1470,Ilse,Ruyssen,,Ilse Ruyssen,Universiteit Gent,https://www.researchgate.net/profile/Ilse-Ruyssen,REPEC:per:2014-10-19:ilse_ruyssen,exact_name,unique
1477,Shigeru,Fujita,,Shigeru  Fujita,Federal Reserve Bank of Philadelphia,https://www.philadelphiafed.org/our-people/shigeru-fujita,REPEC:per:2004-11-01:shigeru_fujita,exact_name,unique
1488,Giovanni,Rosso,,Giovanni Rosso,Oxford University,https://www.giovannimarcorosso.com/,REPEC:per:1997-07-17:Giovanni_Rosso,exact_name,unique
1491,Ina,Simonovska,,Ina Simonovska,University of California-Davis,http://www.inasimonovska.com,REPEC:per:2010-06-21:ina_simonovska,exact_name,unique
1500,Pietro,Ortoleva,,Pietro Ortoleva,Princeton University,http://ortoleva.mycpanel.princeton.edu,REPEC:per:1980-12-03:pietro_ortoleva,exact_name,unique
1506,Jason,Kerwin,,Jason Theodore Kerwin,University of Washington,http://www.jasonkerwin.com,REPEC:per:2017-06-02:jason_theodore_kerwin,exact_name,unique
1508,Jeffrey,Smith,,Jeffrey Andrew Smith,CESifo,http://www-personal.umich.edu/~econjeff,REPEC:per:2006-06-13:jeffrey_andrew_smith,exact_name,unique
1509,Rebecca,Thornton,,Rebecca L. Thornton,University of Notre Dame,https://www.rebeccathornton.net,REPEC:per:1976-02-09:rebecca_l_thornton,exact_name,unique
1534,Augustin,Landier,,Augustin Landier,HEC Paris (École des Hautes Études Commerciales),https://sites.google.com/site/augustinlandier/,REPEC:per:2009-11-08:augustin_landier,exact_name,unique
1535,David,Thesmar,,david thesmar,Massachusetts Institute of Technology (MIT),http://www.hec.fr/thesmar,REPEC:per:2014-11-08:david_thesmar,exact_name,unique
1540,Rebecca,Diamond,,Rebecca Diamond,Stanford University,http://www.stanford.edu/diamondr,REPEC:per:2016-06-06:rebecca_diamond,exact_name,unique
1548,Marco,Caliendo,,Marco Caliendo,"Luxembourg Institute of Socio-Economic Research (LISER, CEPS/INSTEAD)",http://www.caliendo.de,REPEC:per:1974-06-05:marco_caliendo,exact_name,unique
1551,Arne,Uhlendorff,,Arne Uhlendorff,Centre de Recherche en Économie et Statistique (CREST),https://sites.google.com/site/arneuhlendorff/,REPEC:per:1974-02-11:arne_uhlendorff,exact_name,unique
1553,Erwin,Winkler,,Erwin Winkler,Friedrich-Alexander-Universität Erlangen-Nürnberg,https://sites.google.com/site/winklereconomics/,REPEC:per:2016-02-14:erwin_winkler,exact_name,unique
1554,Ingo,Isphording,,Ingo E. Isphording,Universität zu Köln,https://sites.google.com/view/ingoeisphording,REPEC:per:2010-07-04:ingo_e_isphording,exact_name,unique
1556,Malte,Rieth,,Malte H. Rieth,DIW Berlin (Deutsches Institut für Wirtschaftsforschung),http://www.diw.de,REPEC:per:2010-09-23:malte_h_rieth,exact_name,unique
1562,David,Jaume,,David Jose Jaume,Banco de México,http://davidjaume.com,REPEC:per:2015-10-05:david_jose_jaume,exact_name,unique
1570,Cédric,Schneider,,Cédric Schneider,Copenhagen Business School,https://www.cbs.dk/en/research/departments-and-centres/department-of-economics/staff/csceco,REPEC:per:1980-07-16:cedric_schneider,exact_name,unique
1571,Alan,Manning,,Alan Manning,London School of Economics (LSE),http://econ.lse.ac.uk/staff/amanning/index_own.html,REPEC:per:1960-07-17:alan_manning,exact_name,unique
1572,Abi,Adams,,Abi Adams,Institute for Fiscal Studies (IFS),https://abiadams.com/,REPEC:per:1988-09-27:abi_adams,exact_name,unique
1573,Barbara,Petrongolo,,Barbara Petrongolo,London School of Economics (LSE),https://sites.google.com/site/barbarapetrongolo/,REPEC:per:2011-01-01:barbara_petrongolo,exact_name,unique
1577,Margaret,Meyer,,Margaret Ann Meyer,Oxford University,http://www.nuff.ox.ac.uk/economics/people/meyer.htm,REPEC:per:2006-01-25:margaret_meyer,exact_name,unique
1588,Edward,Miguel,,Edward Andrew Miguel,University of California-Berkeley,http://elsa.berkeley.edu/~emiguel/,REPEC:per:2011-09-04:edward_andrew_miguel,exact_name,unique
1593,Janet,Currie,,Janet Currie,Yale University,http://www.princeton.edu/~jcurrie,REPEC:per:1960-02-25:janet_currie,exact_name,unique
1594,Till,Von Wachter,,Till Marco von Wachter,University of California-Los Angeles (UCLA),http://www.econ.ucla.edu/tvwachter,REPEC:per:1973-06-13:till_marco_von_wachter,exact_name,unique
1596,Daniel,Benjamin,,Daniel Jacob Benjamin,University of Southern California,https://www.danieljbenjamin.com/,REPEC:per:2015-05-12:daniel_jacob_benjamin,exact_name,unique
1598,Ori,Heffetz,,Ori Heffetz,Cornell University,http://www.nber.org/~heffetz,REPEC:per:1973-03-29:ori_heffetz,exact_name,unique
1599,Miles,Kimball,,Miles Spencer Kimball,National Bureau of Economic Research (NBER),http://www.umich.edu/~mkimball/,REPEC:per:2005-06-14:miles_spencer_kimball,exact_name,unique
1600,Peter,Bergman,,Peter Bergman,University of Texas-Austin,https://www.learningcollider.org/peter-bergman,REPEC:per:2023-03-18:peter_bergman,exact_name,unique
1601,Kadeem,Noray,,Kadeem Noray,Harvard University,https://kadeemnoray.com/,REPEC:per:2020-12-10:kadeem_noray,exact_name,unique
1610,Laura,Dague,,Laura Dague,Texas A&M University,https://sites.google.com/site/lauradague/home,REPEC:per:2020-08-23:laura_dague,exact_name,unique
1621,David,Cutler,,David M. Cutler,National Bureau of Economic Research (NBER),http://www.economics.harvard.edu/faculty/dcutler/dcutler.html,REPEC:per:2007-01-03:david_m_cutler,exact_name,unique
1633,Navin,Kartik,,Navin Kartik,Yale University,http://www.columbia.edu/~nk2339,REPEC:per:2005-08-08:navin_kartik,exact_name,unique
1635,Laura,Doval,,Laura Doval,Columbia University,http://www.laura-doval.com,REPEC:per:2014-06-24:laura_doval,exact_name,unique
1638,Liad,Wagman,,Liad Wagman,Illinois Institute of Technology,http://lwagman.org,REPEC:per:2008-10-11:liad_wagman,exact_name,unique
1640,Christopher,Rauh,,Christopher Rauh,Barcelona School of Economics (BSE),https://sites.google.com/site/econrauh/,REPEC:per:2016-05-04:christopher_rauh,exact_name,unique
1653,Philipp,Kartaev,,Philipp Kartaev,M. V. Lomonosov Moscow State University,http://www.econ.msu.ru/departments/mmae/staff/kartaev/,REPEC:per:1983-07-20:philipp_kartaev,exact_name,unique
1655,Gene,Kang,,Gene Woo Kang,University of California-Berkeley,https://sites.google.com/view/genewookang/,REPEC:per:1994-03-18:gene_woo_kang,exact_name,unique
1661,Jonathan,Fisher,,Jonathan D. Fisher,Government of the United States,http://econofish.wordpress.com/,REPEC:per:2011-03-28:jonathan_d_fisher,exact_name,unique
1671,Francisco,Garrido,,Francisco Andres Garrido,Instituto Tecnólogico Autónomo de México (ITAM),https://sites.google.com/view/fgarrido/home,REPEC:per:2022-11-04:francisco_andres_garrido,exact_name,unique
1672,Jeffrey,Clemens,,Jeffrey P. Clemens,University of California-San Diego (UCSD),http://econweb.ucsd.edu/~j1clemens/,REPEC:per:2012-06-02:jeffrey_p_clemens,exact_name,unique
1677,Stephan,Maurer,,Stephan Ernst Maurer,Universität Konstanz,https://sites.google.com/site/stephanernstmaurer/,REPEC:per:1986-12-22:stephan_ernst_maurer,exact_name,unique
1678,Ferdinand,Rauch,,Ferdinand Rauch,Universität St. Gallen,https://www.awi.uni-heidelberg.de/professuren/amnpoe/index.html,REPEC:per:1983-12-23:ferdinand_rauch,exact_name,unique
1681,Katherine,Stapleton,,Katherine Stapleton,Oxford University,http://katherinestapleton.co,REPEC:per:2020-10-06:katherine_stapleton,exact_name,unique
1684,Huiyu,Li,,Huiyu Li,Federal Reserve Bank of San Francisco,http://huiyuli.net,REPEC:per:2021-02-02:huiyu_li,exact_name,unique
1700,Iván,Werning,,Iván Werning,National Bureau of Economic Research (NBER),https://economics.mit.edu/people/faculty/ivan-werning,REPEC:per:1974-05-18:ivan_werning,exact_name,unique
1703,David,Dillenberger,,David Dillenberger,University of Pennsylvania,http://www.econ.upenn.edu/~ddill/,REPEC:per:2008-03-07:david_dillenberger,exact_name,unique
1706,Antonin,Bergeaud,,Antonin  Bergeaud,HEC Paris (École des Hautes Études Commerciales),https://sites.google.com/site/abergeaudeco/,REPEC:per:2014-05-20:antonin_bergeaud,exact_name,unique
1722,Jonathan,Rothbaum,,Jonathan Louis Rothbaum,Government of the United States,https://sites.google.com/site/jlrothbaum/home,REPEC:per:2013-03-01:jonathan_louis_rothbaum,exact_name,unique
1726,Kyle,Herkenhoff,,Kyle Frederic Herkenhoff,Federal Reserve Bank of Minneapolis,https://sites.google.com/site/kyleherkenhoff/,REPEC:per:2011-01-26:kyle_frederic_herkenhoff,exact_name,unique
1728,Lawrence,Schmidt,,Lawrence David Warren Schmidt,Massachusetts Institute of Technology (MIT),https://sites.google.com/site/lawrencedwschmidt/,REPEC:per:1986-02-15:lawrence_david_warren_schmidt,exact_name,unique
1729,Christian,Moser,,Christian Moser,Centre for Economic Policy Research (CEPR),http://www.economoser.com/,REPEC:per:1988-10-31:christian_moser,exact_name,unique
1731,Gustavo,Gonzaga,,Gustavo Gonzaga,Pontifícia Universidade Católica do Rio de Janeiro,https://sites.google.com/site/gmgonzaga2/home,REPEC:per:1964-04-24:gustavo_gonzaga,exact_name,unique
1733,Breno,Sampaio,,Breno  Sampaio,Universidade Federal de Pernambuco,https://sites.google.com/site/brenorsampaio,REPEC:per:1984-05-23:breno_sampaio,exact_name,unique
1736,Constantine,Yannelis,,Constantine Nicholas Yannelis,University of Chicago,https://www.chicagobooth.edu/faculty/directory/y/constantine-yannelis,REPEC:per:2011-04-26:constantine_nicholas_yannelis,exact_name,unique
1739,Johannes,Boehm,,Johannes Boehm,The Graduate Institute of International and Development Studies,http://jmboehm.github.io,REPEC:per:2015-01-02:johannes_boehm,exact_name,unique
1740,Xavier,Jaravel,,Xavier Jaravel,London School of Economics (LSE),https://www.xavierjaravel.com/,REPEC:per:2020-04-26:xavier_jaravel,exact_name,unique
1741,Odran,Bonnet,,Odran Bonnet,Sciences Po,https://www.odranbonnet.com/,REPEC:per:2014-04-10:odran_bonnet,exact_name,unique
1743,Lionel,Wilner,,Lionel Wilner,Centre de Recherche en Économie et Statistique (CREST),https://sites.google.com/view/lionelwilner/,REPEC:per:2014-05-25:lionel_wilner,exact_name,unique
1746,Charles,Louis-Sidois,,Charles Louis-Sidois,WU Wirtschaftsuniversität Wien,https://sites.google.com/view/charleslouis-sidois/accueil,REPEC:per:2020-09-10:charles_louis_sidois,exact_name,unique
1750,Sarah,Schroeder,,Sarah  Schroeder,Aarhus Universitet,https://sites.google.com/view/sarahschroder,REPEC:per:2020-08-29:sarah_schroeder,exact_name,unique
1752,Holger,Görg,,Holger Görg,Christian-Albrechts-Universität Kiel,http://www.bwl.uni-kiel.de/vwlinstitute/auss/team_goerg.php,REPEC:per:2003-03-21:holger_g_rg,exact_name,unique
1756,Magnus,Lodefalk,,Magnus Lodefalk,Ratioinstitutet,https://www.oru.se/personal/magnus_lodefalk,REPEC:per:2010-05-13:magnus_lodefalk,exact_name,unique
1759,Mariola,Pytlikova,,Mariola Pytlikova,Center for Economic Research and Graduate Education and Economics Institute (CERGE-EI),https://sites.google.com/site/pytlikovaweb/,REPEC:per:2004-12-08:mariola_pytlikova,exact_name,unique
1763,Christoph,Weiss,,Christoph Weiss,WU Wirtschaftsuniversität Wien,http://www.wu.ac.at/vw4/ma/weiss/,REPEC:per:1966-10-03:christoph_weiss,exact_name,unique
1765,Vincent,Pons,,Vincent Pons,Harvard University,http://www.hbs.edu/faculty/Pages/profile.aspx?facId=736825,REPEC:per:1983-10-28:vincent_pons,exact_name,unique
1767,Laura,Weiwu,,Laura Weiwu,Massachusetts Institute of Technology (MIT),https://www.lauraweiwu.com/,REPEC:per:1996-10-19:Laura_Weiwu,exact_name,unique
1768,Pierre,Boyer,,Pierre Boyer,École Polytechnique,https://pierrecboyer.com/,REPEC:per:2008-08-20:pierre_boyer,exact_name,unique
1770,Yves,Le Yaouanq,,Yves Le Yaouanq,École Polytechnique,https://sites.google.com/view/yvesleyaouanq,REPEC:per:2020-03-19:yves_le_yaouanq,exact_name,unique
1774,Federico,Huneeus,,Federico Huneeus,Duke University,https://www.fedehuneeus.com,REPEC:per:2012-08-17:federico_huneeus,exact_name,unique
1775,Olivier,Gossner,,Olivier Gossner,Centre de Recherche en Économie et Statistique (CREST),http://ogossner.free.fr,REPEC:per:1969-05-10:olivier_gossner,exact_name,unique
1776,Jean-Baptiste,Michau,,Jean-Baptiste Michau,Centre de Recherche en Économie et Statistique (CREST),https://sites.google.com/site/jbmichau/,REPEC:per:2012-09-19:jean_baptiste_michau,exact_name,unique
1782,Abhijit,Banerjee,,Abhijit Banerjee,Massachusetts Institute of Technology (MIT),https://economics.mit.edu/faculty/banerjee,REPEC:per:1961-01-15:abhijit_banerjee,exact_name,unique
1785,Esther,Duflo,,Esther Duflo,Massachusetts Institute of Technology (MIT),http://econ-www.mit.edu/faculty/eduflo/,REPEC:per:2008-03-11:esther_duflo,exact_name,unique
1795,Maria,Zhu,,Maria Zhu,Syracuse University,http://www.mariazhu.com,REPEC:per:2022-06-02:maria_zhu,exact_name,unique
1797,Teresa,Backhaus,,Teresa Backhaus,Rheinische Friedrich-Wilhelms-Universität Bonn,https://sites.google.com/view/backhausecon/,REPEC:per:2020-09-04:teresa_backhaus,exact_name,unique
1801,Katharina,Wrohlich,,Katharina Wrohlich,Universität Potsdam,http://www.diw.de/cv/en/kwrohlich,REPEC:per:1977-05-31:katharina_wrohlich,exact_name,unique
1802,Lucas,Finamor,,Lucas Finamor,Fundação Getúlio Vargas (FGV),https://lucasfinamor.github.io/,REPEC:per:2026-02-03:Lucas_Finamor,exact_name,unique
1812,Guoqiang,Tian,,Guoqiang Tian,Texas A&M University,http://people.tamu.edu/~gtian/,REPEC:per:2007-11-25:guoqiang_tian,exact_name,unique
1815,Xiaowen,Lei,,Xiaowen Lei,University of Guelph,https://sites.google.com/site/lysfxiaowen/,REPEC:per:1989-05-08:xiaowen_lei,exact_name,unique
1816,Alistair,Macaulay,,Alistair Macaulay,University of Surrey,https://sites.google.com/site/alistairmacaulayecon,REPEC:per:2022-05-08:alistair_macaulay,exact_name,unique
1821,Pierre,De Leo,,Pierre De Leo,University of Maryland,https://sites.google.com/site/pierredeleo,REPEC:per:2020-01-10:pierre_de_leo,exact_name,unique
1823,Mauricio,Villamizar-Villegas,,Mauricio Villamizar-Villegas,Banco de la Republica de Colombia,https://www.banrep.gov.co/es/el-banco/mauricio-villamizar,REPEC:per:2005-04-01:mauricio_villamizar_sr_,exact_name,unique
1828,Ergys,Islamaj,,Ergys  Islamaj,World Bank Group,https://scholar.google.com/citations?user=LCuFjHUAAAAJhl=en,REPEC:per:2014-07-09:ergys_islamaj,exact_name,unique
1829,Agustin,Samano,,Agustin  Samano,World Bank Group,https://www.agustinsamano.com/,REPEC:per:2021-10-25:agustin_samano,exact_name,unique
